block,street_name_original,address_original,street_name,full_address,processed_address
214,BEDOK NTH ST 1,214 BEDOK NTH ST 1,BEDOK NORTH ST 1      ,214 BEDOK NORTH ST 1     Singapore,214 BEDOK NORTH ST 1    
704,BEDOK RESERVOIR RD,704 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,704 BEDOK RESERVOIR ROAD       Singapore,704 BEDOK RESERVOIR ROAD      
109,BEDOK RESERVOIR RD,109 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,109 BEDOK RESERVOIR ROAD       Singapore,109 BEDOK RESERVOIR ROAD      
116,BEDOK RESERVOIR RD,116 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,116 BEDOK RESERVOIR ROAD       Singapore,116 BEDOK RESERVOIR ROAD      
428,BEDOK NTH RD,428 BEDOK NTH RD,BEDOK NORTH ROAD        ,428 BEDOK NORTH ROAD       Singapore,428 BEDOK NORTH ROAD      
627,BEDOK RESERVOIR RD,627 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,627 BEDOK RESERVOIR ROAD       Singapore,627 BEDOK RESERVOIR ROAD      
108,BEDOK RESERVOIR RD,108 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,108 BEDOK RESERVOIR ROAD       Singapore,108 BEDOK RESERVOIR ROAD      
107,BEDOK RESERVOIR RD,107 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,107 BEDOK RESERVOIR ROAD       Singapore,107 BEDOK RESERVOIR ROAD      
406,BEDOK NTH AVE 3,406 BEDOK NTH AVE 3,BEDOK NORTH AVE 3      ,406 BEDOK NORTH AVE 3     Singapore,406 BEDOK NORTH AVE 3    
63,CHAI CHEE RD,63 CHAI CHEE RD,CHAI CHEE ROAD        ,63 CHAI CHEE ROAD       Singapore,63 CHAI CHEE ROAD      
721,BEDOK RESERVOIR RD,721 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,721 BEDOK RESERVOIR ROAD       Singapore,721 BEDOK RESERVOIR ROAD      
405,SIN MING AVE,405 SIN MING AVE,SIN MING AVE        ,405 SIN MING AVE       Singapore,405 SIN MING AVE      
404,SIN MING AVE,404 SIN MING AVE,SIN MING AVE        ,404 SIN MING AVE       Singapore,404 SIN MING AVE      
148,BT BATOK WEST AVE 6,148 BT BATOK WEST AVE 6,BUKIT BATOK WEST AVE 6    ,148 BUKIT BATOK WEST AVE 6   Singapore,148 BUKIT BATOK WEST AVE 6  
131,BT BATOK WEST AVE 6,131 BT BATOK WEST AVE 6,BUKIT BATOK WEST AVE 6    ,131 BUKIT BATOK WEST AVE 6   Singapore,131 BUKIT BATOK WEST AVE 6  
238,BT BATOK EAST AVE 5,238 BT BATOK EAST AVE 5,BUKIT BATOK EAST AVE 5    ,238 BUKIT BATOK EAST AVE 5   Singapore,238 BUKIT BATOK EAST AVE 5  
264,BT BATOK EAST AVE 4,264 BT BATOK EAST AVE 4,BUKIT BATOK EAST AVE 4    ,264 BUKIT BATOK EAST AVE 4   Singapore,264 BUKIT BATOK EAST AVE 4  
312,BT BATOK ST 32,312 BT BATOK ST 32,BUKIT BATOK ST 32      ,312 BUKIT BATOK ST 32     Singapore,312 BUKIT BATOK ST 32    
364,BT BATOK ST 31,364 BT BATOK ST 31,BUKIT BATOK ST 31      ,364 BUKIT BATOK ST 31     Singapore,364 BUKIT BATOK ST 31    
361,BT BATOK ST 31,361 BT BATOK ST 31,BUKIT BATOK ST 31      ,361 BUKIT BATOK ST 31     Singapore,361 BUKIT BATOK ST 31    
368,BT BATOK ST 31,368 BT BATOK ST 31,BUKIT BATOK ST 31      ,368 BUKIT BATOK ST 31     Singapore,368 BUKIT BATOK ST 31    
346,BT BATOK ST 34,346 BT BATOK ST 34,BUKIT BATOK ST 34      ,346 BUKIT BATOK ST 34     Singapore,346 BUKIT BATOK ST 34    
523,BT BATOK ST 52,523 BT BATOK ST 52,BUKIT BATOK ST 52      ,523 BUKIT BATOK ST 52     Singapore,523 BUKIT BATOK ST 52    
144,BT BATOK WEST AVE 6,144 BT BATOK WEST AVE 6,BUKIT BATOK WEST AVE 6    ,144 BUKIT BATOK WEST AVE 6   Singapore,144 BUKIT BATOK WEST AVE 6  
201,BT BATOK ST 21,201 BT BATOK ST 21,BUKIT BATOK ST 21      ,201 BUKIT BATOK ST 21     Singapore,201 BUKIT BATOK ST 21    
212,BT BATOK ST 21,212 BT BATOK ST 21,BUKIT BATOK ST 21      ,212 BUKIT BATOK ST 21     Singapore,212 BUKIT BATOK ST 21    
101,BT BATOK WEST AVE 6,101 BT BATOK WEST AVE 6,BUKIT BATOK WEST AVE 6    ,101 BUKIT BATOK WEST AVE 6   Singapore,101 BUKIT BATOK WEST AVE 6  
245,BT BATOK EAST AVE 5,245 BT BATOK EAST AVE 5,BUKIT BATOK EAST AVE 5    ,245 BUKIT BATOK EAST AVE 5   Singapore,245 BUKIT BATOK EAST AVE 5  
170,BT BATOK WEST AVE 8,170 BT BATOK WEST AVE 8,BUKIT BATOK WEST AVE 8    ,170 BUKIT BATOK WEST AVE 8   Singapore,170 BUKIT BATOK WEST AVE 8  
266,BT BATOK EAST AVE 4,266 BT BATOK EAST AVE 4,BUKIT BATOK EAST AVE 4    ,266 BUKIT BATOK EAST AVE 4   Singapore,266 BUKIT BATOK EAST AVE 4  
306,BT BATOK ST 31,306 BT BATOK ST 31,BUKIT BATOK ST 31      ,306 BUKIT BATOK ST 31     Singapore,306 BUKIT BATOK ST 31    
370,BT BATOK ST 31,370 BT BATOK ST 31,BUKIT BATOK ST 31      ,370 BUKIT BATOK ST 31     Singapore,370 BUKIT BATOK ST 31    
31,TELOK BLANGAH RISE,31 TELOK BLANGAH RISE,TELOK BLANGAH RISE        ,31 TELOK BLANGAH RISE       Singapore,31 TELOK BLANGAH RISE      
77,TELOK BLANGAH DR,77 TELOK BLANGAH DR,TELOK BLANGAH DR        ,77 TELOK BLANGAH DR       Singapore,77 TELOK BLANGAH DR      
142,JLN BT MERAH,142 JLN BT MERAH,JALAN BUKIT MERAH        ,142 JALAN BUKIT MERAH       Singapore,142 JALAN BUKIT MERAH      
17,REDHILL CL,17 REDHILL CL,REDHILL CL          ,17 REDHILL CL         Singapore,17 REDHILL CL        
2,REDHILL CL,2 REDHILL CL,REDHILL CL          ,2 REDHILL CL         Singapore,2 REDHILL CL        
108,BT PURMEI RD,108 BT PURMEI RD,BUKIT PURMEI ROAD        ,108 BUKIT PURMEI ROAD       Singapore,108 BUKIT PURMEI ROAD      
131,JLN BT MERAH,131 JLN BT MERAH,JALAN BUKIT MERAH        ,131 JALAN BUKIT MERAH       Singapore,131 JALAN BUKIT MERAH      
107,JLN BT MERAH,107 JLN BT MERAH,JALAN BUKIT MERAH        ,107 JALAN BUKIT MERAH       Singapore,107 JALAN BUKIT MERAH      
29,LIM LIAK ST,29 LIM LIAK ST,LIM LIAK ST        ,29 LIM LIAK ST       Singapore,29 LIM LIAK ST      
43,MOH GUAN TER,43 MOH GUAN TER,MOH GUAN TER        ,43 MOH GUAN TER       Singapore,43 MOH GUAN TER      
3,DELTA AVE,3 DELTA AVE,DELTA AVE          ,3 DELTA AVE         Singapore,3 DELTA AVE        
52,LENGKOK BAHRU,52 LENGKOK BAHRU,LENGKOK BAHRU          ,52 LENGKOK BAHRU         Singapore,52 LENGKOK BAHRU        
53,TELOK BLANGAH DR,53 TELOK BLANGAH DR,TELOK BLANGAH DR        ,53 TELOK BLANGAH DR       Singapore,53 TELOK BLANGAH DR      
52,TELOK BLANGAH DR,52 TELOK BLANGAH DR,TELOK BLANGAH DR        ,52 TELOK BLANGAH DR       Singapore,52 TELOK BLANGAH DR      
74,TELOK BLANGAH HTS,74 TELOK BLANGAH HTS,TELOK BLANGAH HTS        ,74 TELOK BLANGAH HTS       Singapore,74 TELOK BLANGAH HTS      
117,BT MERAH CTRL,117 BT MERAH CTRL,BUKIT MERAH CENTRAL        ,117 BUKIT MERAH CENTRAL       Singapore,117 BUKIT MERAH CENTRAL      
9,JLN RUMAH TINGGI,9 JLN RUMAH TINGGI,JALAN RUMAH TINGGI        ,9 JALAN RUMAH TINGGI       Singapore,9 JALAN RUMAH TINGGI      
2,QUEEN'S RD,2 QUEEN'S RD,QUEEN'S ROAD          ,2 QUEEN'S ROAD         Singapore,2 QUEEN'S ROAD        
1,ROCHOR RD,1 ROCHOR RD,ROCHOR ROAD          ,1 ROCHOR ROAD         Singapore,1 ROCHOR ROAD        
635,VEERASAMY RD,635 VEERASAMY RD,VEERASAMY ROAD          ,635 VEERASAMY ROAD         Singapore,635 VEERASAMY ROAD        
5,TECK WHYE AVE,5 TECK WHYE AVE,TECK WHYE AVE        ,5 TECK WHYE AVE       Singapore,5 TECK WHYE AVE      
3,TECK WHYE AVE,3 TECK WHYE AVE,TECK WHYE AVE        ,3 TECK WHYE AVE       Singapore,3 TECK WHYE AVE      
25,TECK WHYE LANE,25 TECK WHYE LANE,TECK WHYE LANE        ,25 TECK WHYE LANE       Singapore,25 TECK WHYE LANE      
321,CLEMENTI AVE 5,321 CLEMENTI AVE 5,CLEMENTI AVE 5        ,321 CLEMENTI AVE 5       Singapore,321 CLEMENTI AVE 5      
430,CLEMENTI AVE 3,430 CLEMENTI AVE 3,CLEMENTI AVE 3        ,430 CLEMENTI AVE 3       Singapore,430 CLEMENTI AVE 3      
332,CLEMENTI AVE 2,332 CLEMENTI AVE 2,CLEMENTI AVE 2        ,332 CLEMENTI AVE 2       Singapore,332 CLEMENTI AVE 2      
357,CLEMENTI AVE 2,357 CLEMENTI AVE 2,CLEMENTI AVE 2        ,357 CLEMENTI AVE 2       Singapore,357 CLEMENTI AVE 2      
613,CLEMENTI WEST ST 1,613 CLEMENTI WEST ST 1,CLEMENTI WEST ST 1      ,613 CLEMENTI WEST ST 1     Singapore,613 CLEMENTI WEST ST 1    
59,CIRCUIT RD,59 CIRCUIT RD,CIRCUIT ROAD          ,59 CIRCUIT ROAD         Singapore,59 CIRCUIT ROAD        
60,CIRCUIT RD,60 CIRCUIT RD,CIRCUIT ROAD          ,60 CIRCUIT ROAD         Singapore,60 CIRCUIT ROAD        
50,CIRCUIT RD,50 CIRCUIT RD,CIRCUIT ROAD          ,50 CIRCUIT ROAD         Singapore,50 CIRCUIT ROAD        
104,ALJUNIED CRES,104 ALJUNIED CRES,ALJUNIED CRES          ,104 ALJUNIED CRES         Singapore,104 ALJUNIED CRES        
107,ALJUNIED CRES,107 ALJUNIED CRES,ALJUNIED CRES          ,107 ALJUNIED CRES         Singapore,107 ALJUNIED CRES        
10,PINE CL,10 PINE CL,PINE CL          ,10 PINE CL         Singapore,10 PINE CL        
327,UBI AVE 1,327 UBI AVE 1,UBI AVE 1        ,327 UBI AVE 1       Singapore,327 UBI AVE 1      
54,PIPIT RD,54 PIPIT RD,PIPIT ROAD          ,54 PIPIT ROAD         Singapore,54 PIPIT ROAD        
319,UBI AVE 1,319 UBI AVE 1,UBI AVE 1        ,319 UBI AVE 1       Singapore,319 UBI AVE 1      
110,ALJUNIED CRES,110 ALJUNIED CRES,ALJUNIED CRES          ,110 ALJUNIED CRES         Singapore,110 ALJUNIED CRES        
415,EUNOS RD 5,415 EUNOS RD 5,EUNOS ROAD 5        ,415 EUNOS ROAD 5       Singapore,415 EUNOS ROAD 5      
112,HOUGANG AVE 1,112 HOUGANG AVE 1,HOUGANG AVE 1        ,112 HOUGANG AVE 1       Singapore,112 HOUGANG AVE 1      
118,HOUGANG AVE 1,118 HOUGANG AVE 1,HOUGANG AVE 1        ,118 HOUGANG AVE 1       Singapore,118 HOUGANG AVE 1      
623,HOUGANG AVE 8,623 HOUGANG AVE 8,HOUGANG AVE 8        ,623 HOUGANG AVE 8       Singapore,623 HOUGANG AVE 8      
701,HOUGANG AVE 2,701 HOUGANG AVE 2,HOUGANG AVE 2        ,701 HOUGANG AVE 2       Singapore,701 HOUGANG AVE 2      
702,HOUGANG AVE 2,702 HOUGANG AVE 2,HOUGANG AVE 2        ,702 HOUGANG AVE 2       Singapore,702 HOUGANG AVE 2      
332,HOUGANG AVE 5,332 HOUGANG AVE 5,HOUGANG AVE 5        ,332 HOUGANG AVE 5       Singapore,332 HOUGANG AVE 5      
236,HOUGANG AVE 1,236 HOUGANG AVE 1,HOUGANG AVE 1        ,236 HOUGANG AVE 1       Singapore,236 HOUGANG AVE 1      
143,LOR AH SOO,143 LOR AH SOO,LOR AH SOO        ,143 LOR AH SOO       Singapore,143 LOR AH SOO      
603,HOUGANG AVE 4,603 HOUGANG AVE 4,HOUGANG AVE 4        ,603 HOUGANG AVE 4       Singapore,603 HOUGANG AVE 4      
602,HOUGANG AVE 4,602 HOUGANG AVE 4,HOUGANG AVE 4        ,602 HOUGANG AVE 4       Singapore,602 HOUGANG AVE 4      
709,HOUGANG AVE 2,709 HOUGANG AVE 2,HOUGANG AVE 2        ,709 HOUGANG AVE 2       Singapore,709 HOUGANG AVE 2      
706,HOUGANG AVE 2,706 HOUGANG AVE 2,HOUGANG AVE 2        ,706 HOUGANG AVE 2       Singapore,706 HOUGANG AVE 2      
238,HOUGANG AVE 1,238 HOUGANG AVE 1,HOUGANG AVE 1        ,238 HOUGANG AVE 1       Singapore,238 HOUGANG AVE 1      
408,HOUGANG AVE 10,408 HOUGANG AVE 10,HOUGANG AVE 10        ,408 HOUGANG AVE 10       Singapore,408 HOUGANG AVE 10      
235,HOUGANG ST 21,235 HOUGANG ST 21,HOUGANG ST 21        ,235 HOUGANG ST 21       Singapore,235 HOUGANG ST 21      
303,JURONG EAST ST 32,303 JURONG EAST ST 32,JURONG EAST ST 32      ,303 JURONG EAST ST 32     Singapore,303 JURONG EAST ST 32    
412,PANDAN GDNS,412 PANDAN GDNS,PANDAN GARDENS          ,412 PANDAN GARDENS         Singapore,412 PANDAN GARDENS        
217,JURONG EAST ST 21,217 JURONG EAST ST 21,JURONG EAST ST 21      ,217 JURONG EAST ST 21     Singapore,217 JURONG EAST ST 21    
219,JURONG EAST ST 21,219 JURONG EAST ST 21,JURONG EAST ST 21      ,219 JURONG EAST ST 21     Singapore,219 JURONG EAST ST 21    
44,TEBAN GDNS RD,44 TEBAN GDNS RD,TEBAN GARDENS ROAD        ,44 TEBAN GARDENS ROAD       Singapore,44 TEBAN GARDENS ROAD      
238,JURONG EAST ST 21,238 JURONG EAST ST 21,JURONG EAST ST 21      ,238 JURONG EAST ST 21     Singapore,238 JURONG EAST ST 21    
263,JURONG EAST ST 24,263 JURONG EAST ST 24,JURONG EAST ST 24      ,263 JURONG EAST ST 24     Singapore,263 JURONG EAST ST 24    
332,JURONG EAST AVE 1,332 JURONG EAST AVE 1,JURONG EAST AVE 1      ,332 JURONG EAST AVE 1     Singapore,332 JURONG EAST AVE 1    
7,YUNG KUANG RD,7 YUNG KUANG RD,YUNG KUANG ROAD        ,7 YUNG KUANG ROAD       Singapore,7 YUNG KUANG ROAD      
479,JURONG WEST ST 41,479 JURONG WEST ST 41,JURONG WEST ST 41      ,479 JURONG WEST ST 41     Singapore,479 JURONG WEST ST 41    
466,JURONG WEST ST 41,466 JURONG WEST ST 41,JURONG WEST ST 41      ,466 JURONG WEST ST 41     Singapore,466 JURONG WEST ST 41    
538,JURONG WEST AVE 1,538 JURONG WEST AVE 1,JURONG WEST AVE 1      ,538 JURONG WEST AVE 1     Singapore,538 JURONG WEST AVE 1    
546,JURONG WEST ST 42,546 JURONG WEST ST 42,JURONG WEST ST 42      ,546 JURONG WEST ST 42     Singapore,546 JURONG WEST ST 42    
421,JURONG WEST ST 42,421 JURONG WEST ST 42,JURONG WEST ST 42      ,421 JURONG WEST ST 42     Singapore,421 JURONG WEST ST 42    
529,JURONG WEST ST 52,529 JURONG WEST ST 52,JURONG WEST ST 52      ,529 JURONG WEST ST 52     Singapore,529 JURONG WEST ST 52    
804,KING GEORGE'S AVE,804 KING GEORGE'S AVE,KING GEORGE'S AVE        ,804 KING GEORGE'S AVE       Singapore,804 KING GEORGE'S AVE      
102,TOWNER RD,102 TOWNER RD,TOWNER ROAD          ,102 TOWNER ROAD         Singapore,102 TOWNER ROAD        
107,JLN RAJAH,107 JLN RAJAH,JALAN RAJAH          ,107 JALAN RAJAH         Singapore,107 JALAN RAJAH        
55,GEYLANG BAHRU,55 GEYLANG BAHRU,GEYLANG BAHRU          ,55 GEYLANG BAHRU         Singapore,55 GEYLANG BAHRU        
34,MARINE CRES,34 MARINE CRES,MARINE CRES          ,34 MARINE CRES         Singapore,34 MARINE CRES        
28,MARINE CRES,28 MARINE CRES,MARINE CRES          ,28 MARINE CRES         Singapore,28 MARINE CRES        
85,C'WEALTH CL,85 C'WEALTH CL,COMMONWEALTH CL          ,85 COMMONWEALTH CL         Singapore,85 COMMONWEALTH CL        
92,C'WEALTH DR,92 C'WEALTH DR,COMMONWEALTH DR          ,92 COMMONWEALTH DR         Singapore,92 COMMONWEALTH DR        
94,C'WEALTH DR,94 C'WEALTH DR,COMMONWEALTH DR          ,94 COMMONWEALTH DR         Singapore,94 COMMONWEALTH DR        
64,C'WEALTH DR,64 C'WEALTH DR,COMMONWEALTH DR          ,64 COMMONWEALTH DR         Singapore,64 COMMONWEALTH DR        
75,C'WEALTH DR,75 C'WEALTH DR,COMMONWEALTH DR          ,75 COMMONWEALTH DR         Singapore,75 COMMONWEALTH DR        
158,MEI LING ST,158 MEI LING ST,MEI LING ST        ,158 MEI LING ST       Singapore,158 MEI LING ST      
170,STIRLING RD,170 STIRLING RD,STIRLING ROAD          ,170 STIRLING ROAD         Singapore,170 STIRLING ROAD        
10,HOLLAND AVE,10 HOLLAND AVE,HOLLAND AVE          ,10 HOLLAND AVE         Singapore,10 HOLLAND AVE        
168A,QUEENSWAY,168A QUEENSWAY,QUEENSWAY            ,168A QUEENSWAY           Singapore,168A QUEENSWAY          
27,DOVER CRES,27 DOVER CRES,DOVER CRES          ,27 DOVER CRES         Singapore,27 DOVER CRES        
107,SERANGOON NTH AVE 1,107 SERANGOON NTH AVE 1,SERANGOON NORTH AVE 1      ,107 SERANGOON NORTH AVE 1     Singapore,107 SERANGOON NORTH AVE 1    
222,SERANGOON AVE 4,222 SERANGOON AVE 4,SERANGOON AVE 4        ,222 SERANGOON AVE 4       Singapore,222 SERANGOON AVE 4      
237,SERANGOON AVE 3,237 SERANGOON AVE 3,SERANGOON AVE 3        ,237 SERANGOON AVE 3       Singapore,237 SERANGOON AVE 3      
101,TAMPINES ST 11,101 TAMPINES ST 11,TAMPINES ST 11        ,101 TAMPINES ST 11       Singapore,101 TAMPINES ST 11      
807,TAMPINES AVE 4,807 TAMPINES AVE 4,TAMPINES AVE 4        ,807 TAMPINES AVE 4       Singapore,807 TAMPINES AVE 4      
410,TAMPINES ST 41,410 TAMPINES ST 41,TAMPINES ST 41        ,410 TAMPINES ST 41       Singapore,410 TAMPINES ST 41      
852,TAMPINES ST 82,852 TAMPINES ST 82,TAMPINES ST 82        ,852 TAMPINES ST 82       Singapore,852 TAMPINES ST 82      
284,TAMPINES ST 22,284 TAMPINES ST 22,TAMPINES ST 22        ,284 TAMPINES ST 22       Singapore,284 TAMPINES ST 22      
241,TAMPINES ST 21,241 TAMPINES ST 21,TAMPINES ST 21        ,241 TAMPINES ST 21       Singapore,241 TAMPINES ST 21      
239,TAMPINES ST 21,239 TAMPINES ST 21,TAMPINES ST 21        ,239 TAMPINES ST 21       Singapore,239 TAMPINES ST 21      
415,TAMPINES ST 41,415 TAMPINES ST 41,TAMPINES ST 41        ,415 TAMPINES ST 41       Singapore,415 TAMPINES ST 41      
143,TAMPINES ST 12,143 TAMPINES ST 12,TAMPINES ST 12        ,143 TAMPINES ST 12       Singapore,143 TAMPINES ST 12      
142,TAMPINES ST 12,142 TAMPINES ST 12,TAMPINES ST 12        ,142 TAMPINES ST 12       Singapore,142 TAMPINES ST 12      
254,TAMPINES ST 21,254 TAMPINES ST 21,TAMPINES ST 21        ,254 TAMPINES ST 21       Singapore,254 TAMPINES ST 21      
127,TAMPINES ST 11,127 TAMPINES ST 11,TAMPINES ST 11        ,127 TAMPINES ST 11       Singapore,127 TAMPINES ST 11      
231,LOR 8 TOA PAYOH,231 LOR 8 TOA PAYOH,LOR 8 TOA PAYOH      ,231 LOR 8 TOA PAYOH     Singapore,231 LOR 8 TOA PAYOH    
109,POTONG PASIR AVE 1,109 POTONG PASIR AVE 1,POTONG PASIR AVE 1      ,109 POTONG PASIR AVE 1     Singapore,109 POTONG PASIR AVE 1    
110,LOR 1 TOA PAYOH,110 LOR 1 TOA PAYOH,LOR 1 TOA PAYOH      ,110 LOR 1 TOA PAYOH     Singapore,110 LOR 1 TOA PAYOH    
118,LOR 1 TOA PAYOH,118 LOR 1 TOA PAYOH,LOR 1 TOA PAYOH      ,118 LOR 1 TOA PAYOH     Singapore,118 LOR 1 TOA PAYOH    
3,UPP ALJUNIED LANE,3 UPP ALJUNIED LANE,UPP ALJUNIED LANE        ,3 UPP ALJUNIED LANE       Singapore,3 UPP ALJUNIED LANE      
167,LOR 1 TOA PAYOH,167 LOR 1 TOA PAYOH,LOR 1 TOA PAYOH      ,167 LOR 1 TOA PAYOH     Singapore,167 LOR 1 TOA PAYOH    
184,TOA PAYOH CTRL,184 TOA PAYOH CTRL,TOA PAYOH CENTRAL        ,184 TOA PAYOH CENTRAL       Singapore,184 TOA PAYOH CENTRAL      
119,POTONG PASIR AVE 1,119 POTONG PASIR AVE 1,POTONG PASIR AVE 1      ,119 POTONG PASIR AVE 1     Singapore,119 POTONG PASIR AVE 1    
201,TOA PAYOH NTH,201 TOA PAYOH NTH,TOA PAYOH NORTH        ,201 TOA PAYOH NORTH       Singapore,201 TOA PAYOH NORTH      
12,JOO SENG RD,12 JOO SENG RD,JOO SENG ROAD        ,12 JOO SENG ROAD       Singapore,12 JOO SENG ROAD      
131,POTONG PASIR AVE 1,131 POTONG PASIR AVE 1,POTONG PASIR AVE 1      ,131 POTONG PASIR AVE 1     Singapore,131 POTONG PASIR AVE 1    
125,POTONG PASIR AVE 1,125 POTONG PASIR AVE 1,POTONG PASIR AVE 1      ,125 POTONG PASIR AVE 1     Singapore,125 POTONG PASIR AVE 1    
151,WOODLANDS ST 13,151 WOODLANDS ST 13,WOODLANDS ST 13        ,151 WOODLANDS ST 13       Singapore,151 WOODLANDS ST 13      
149,WOODLANDS ST 13,149 WOODLANDS ST 13,WOODLANDS ST 13        ,149 WOODLANDS ST 13       Singapore,149 WOODLANDS ST 13      
101,WOODLANDS ST 13,101 WOODLANDS ST 13,WOODLANDS ST 13        ,101 WOODLANDS ST 13       Singapore,101 WOODLANDS ST 13      
106,WOODLANDS ST 13,106 WOODLANDS ST 13,WOODLANDS ST 13        ,106 WOODLANDS ST 13       Singapore,106 WOODLANDS ST 13      
103,WOODLANDS ST 13,103 WOODLANDS ST 13,WOODLANDS ST 13        ,103 WOODLANDS ST 13       Singapore,103 WOODLANDS ST 13      
333,WOODLANDS ST 32,333 WOODLANDS ST 32,WOODLANDS ST 32        ,333 WOODLANDS ST 32       Singapore,333 WOODLANDS ST 32      
9,MARSILING DR,9 MARSILING DR,MARSILING DR          ,9 MARSILING DR         Singapore,9 MARSILING DR        
120,MARSILING RISE,120 MARSILING RISE,MARSILING RISE          ,120 MARSILING RISE         Singapore,120 MARSILING RISE        
123,MARSILING RISE,123 MARSILING RISE,MARSILING RISE          ,123 MARSILING RISE         Singapore,123 MARSILING RISE        
745,YISHUN ST 72,745 YISHUN ST 72,YISHUN ST 72        ,745 YISHUN ST 72       Singapore,745 YISHUN ST 72      
208,YISHUN ST 21,208 YISHUN ST 21,YISHUN ST 21        ,208 YISHUN ST 21       Singapore,208 YISHUN ST 21      
206,YISHUN ST 21,206 YISHUN ST 21,YISHUN ST 21        ,206 YISHUN ST 21       Singapore,206 YISHUN ST 21      
122,YISHUN ST 11,122 YISHUN ST 11,YISHUN ST 11        ,122 YISHUN ST 11       Singapore,122 YISHUN ST 11      
147,YISHUN ST 11,147 YISHUN ST 11,YISHUN ST 11        ,147 YISHUN ST 11       Singapore,147 YISHUN ST 11      
251,YISHUN RING RD,251 YISHUN RING RD,YISHUN RING ROAD        ,251 YISHUN RING ROAD       Singapore,251 YISHUN RING ROAD      
718,YISHUN ST 71,718 YISHUN ST 71,YISHUN ST 71        ,718 YISHUN ST 71       Singapore,718 YISHUN ST 71      
771,YISHUN AVE 3,771 YISHUN AVE 3,YISHUN AVE 3        ,771 YISHUN AVE 3       Singapore,771 YISHUN AVE 3      
766,YISHUN AVE 3,766 YISHUN AVE 3,YISHUN AVE 3        ,766 YISHUN AVE 3       Singapore,766 YISHUN AVE 3      
773,YISHUN AVE 3,773 YISHUN AVE 3,YISHUN AVE 3        ,773 YISHUN AVE 3       Singapore,773 YISHUN AVE 3      
213,YISHUN ST 21,213 YISHUN ST 21,YISHUN ST 21        ,213 YISHUN ST 21       Singapore,213 YISHUN ST 21      
232,YISHUN ST 21,232 YISHUN ST 21,YISHUN ST 21        ,232 YISHUN ST 21       Singapore,232 YISHUN ST 21      
272,YISHUN ST 22,272 YISHUN ST 22,YISHUN ST 22        ,272 YISHUN ST 22       Singapore,272 YISHUN ST 22      
289,YISHUN AVE 6,289 YISHUN AVE 6,YISHUN AVE 6        ,289 YISHUN AVE 6       Singapore,289 YISHUN AVE 6      
755,YISHUN ST 72,755 YISHUN ST 72,YISHUN ST 72        ,755 YISHUN ST 72       Singapore,755 YISHUN ST 72      
758,YISHUN ST 72,758 YISHUN ST 72,YISHUN ST 72        ,758 YISHUN ST 72       Singapore,758 YISHUN ST 72      
281,YISHUN ST 22,281 YISHUN ST 22,YISHUN ST 22        ,281 YISHUN ST 22       Singapore,281 YISHUN ST 22      
724,YISHUN ST 71,724 YISHUN ST 71,YISHUN ST 71        ,724 YISHUN ST 71       Singapore,724 YISHUN ST 71      
643,YISHUN ST 61,643 YISHUN ST 61,YISHUN ST 61        ,643 YISHUN ST 61       Singapore,643 YISHUN ST 61      
321,ANG MO KIO AVE 1,321 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,321 ANG MO KIO AVE 1   Singapore,321 ANG MO KIO AVE 1  
114,ANG MO KIO AVE 4,114 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,114 ANG MO KIO AVE 4   Singapore,114 ANG MO KIO AVE 4  
452,ANG MO KIO AVE 10,452 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,452 ANG MO KIO AVE 10   Singapore,452 ANG MO KIO AVE 10  
577,ANG MO KIO AVE 10,577 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,577 ANG MO KIO AVE 10   Singapore,577 ANG MO KIO AVE 10  
554,ANG MO KIO AVE 10,554 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,554 ANG MO KIO AVE 10   Singapore,554 ANG MO KIO AVE 10  
207,ANG MO KIO AVE 1,207 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,207 ANG MO KIO AVE 1   Singapore,207 ANG MO KIO AVE 1  
311,ANG MO KIO AVE 3,311 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,311 ANG MO KIO AVE 3   Singapore,311 ANG MO KIO AVE 3  
437,ANG MO KIO AVE 10,437 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,437 ANG MO KIO AVE 10   Singapore,437 ANG MO KIO AVE 10  
123,BEDOK NTH ST 2,123 BEDOK NTH ST 2,BEDOK NORTH ST 2      ,123 BEDOK NORTH ST 2     Singapore,123 BEDOK NORTH ST 2    
542,BEDOK NTH ST 3,542 BEDOK NTH ST 3,BEDOK NORTH ST 3      ,542 BEDOK NORTH ST 3     Singapore,542 BEDOK NORTH ST 3    
